title;description;deadline;completed;duration;importance;hatelevel
Vulval varices;Poisoning by anticholinesterase agents, intentional self-harm, sequela;;True;61399;1;3
Burn of unspecified degree of chin;Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined;;False;9610;4;0
Superficial foreign body of scrotum and testes, initial encounter;Other fracture of upper end of left tibia;;True;29690;0;3
Nondisplaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing;Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), recurrent, unspecified ear;2024-02-04T00:00:00.0000000+01:00;True;72115;1;0
Cannabis use, unspecified with intoxication delirium;Pathological fracture in other disease, unspecified foot, initial encounter for fracture;;False;41738;4;1
Angioneurotic edema, initial encounter;Corrosion of first degree of nose (septum), initial encounter;;False;85038;0;2
External constriction, right great toe, subsequent encounter;Other infective bursitis, left wrist;;False;3689;0;3
Encounter for change or removal of surgical wound dressing;Injury of other nerves at ankle and foot level, right leg;;False;78951;1;1
Problems related to multiparity;Poisoning by other estrogens and progestogens, undetermined, sequela;2023-08-12T00:00:00.0000000+02:00;True;79986;3;2
Unspecified nondisplaced fracture of fourth cervical vertebra, sequela;Puncture wound with foreign body, unspecified ankle, sequela;;False;12741;4;0
Gout due to renal impairment, shoulder;Other ulcerative colitis with complications;;False;73261;1;1
Maternal care for other isoimmunization, unspecified trimester, fetus 2;Contracture of muscle, left thigh;;False;58046;3;3
Other physeal fracture of upper end of left fibula, subsequent encounter for fracture with routine healing;Central cord syndrome at C7 level of cervical spinal cord, sequela;;False;4950;1;1
Other congenital malformations of ribs;Fetishism;2023-01-11T00:00:00.0000000+01:00;True;6157;0;1
Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium;Renovascular hypertension;;True;15237;0;3
Benign neoplasm of unspecified part of mouth;Displaced avulsion fracture (chip fracture) of right talus, subsequent encounter for fracture with delayed healing;2023-06-12T00:00:00.0000000+02:00;True;12865;1;2
Vaginal enterocele;Other physeal fracture of upper end of unspecified fibula, subsequent encounter for fracture with nonunion;;False;72415;3;4
Superficial foreign body, right great toe, initial encounter;Other injury of other muscles, fascia and tendons at forearm level, left arm, initial encounter;;False;17414;0;0
Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with routine healing;Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, initial encounter;2024-02-01T00:00:00.0000000+01:00;True;80081;4;1
Shaken infant syndrome, subsequent encounter;Cerebral infarction due to embolism of bilateral posterior cerebral arteries;;False;26645;1;1
Granulation of postmastoidectomy cavity, unspecified ear;Trigger finger, left ring finger;;True;40701;0;3
Other specific joint derangements of right elbow, not elsewhere classified;Contusion of right foot, initial encounter;2023-12-12T00:00:00.0000000+01:00;False;35411;3;3
Other specified injury of other blood vessels at forearm level, left arm, initial encounter;Other fracture of base of skull;2024-09-03T00:00:00.0000000+02:00;True;40333;2;1
Spondylolysis;Rheumatoid arthritis of left wrist with involvement of other organs and systems;2023-07-09T00:00:00.0000000+02:00;False;968;3;1
Drowning and submersion due to falling or jumping from burning fishing boat;Rupture of synovium, wrist;;False;2610;0;1
Other fracture of lower end of unspecified tibia, initial encounter for closed fracture;External constriction of unspecified finger, initial encounter;2024-11-05T00:00:00.0000000+01:00;False;83637;4;1
Nondisplaced fracture of body of hamate [unciform] bone, unspecified wrist, sequela;Maternal care for hydrops fetalis, third trimester, fetus 3;;False;4931;2;4
Displaced intraarticular fracture of left calcaneus, initial encounter for open fracture;Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for open fracture type I or II;2024-09-07T00:00:00.0000000+02:00;False;34491;1;3
Congenital tracheo-esophageal fistula without atresia;Corrosion of third degree of right shoulder, sequela;;True;20885;0;1
Dislocation of C7/T1 cervical vertebrae, initial encounter;Lesion of radial nerve, right upper limb;;True;70909;1;3
Contact with and (suspected ) exposure to other hazardous substances;Nondisplaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion;;False;15110;2;2
Suppurative otitis media, unspecified;Poisoning by pyrazolone derivatives, intentional self-harm, subsequent encounter;;True;82921;4;4
Strain of muscle, fascia and tendon of right hip, subsequent encounter;Complete placenta previa NOS or without hemorrhage, unspecified trimester;;False;15400;1;2
Displaced transcondylar fracture of left humerus, initial encounter for closed fracture;Nondisplaced avulsion fracture of unspecified ischium, initial encounter for open fracture;2024-08-07T00:00:00.0000000+02:00;False;79737;4;1
Dining room of single-family (private) house as the place of occurrence of the external cause;Other fracture of lower end of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;;True;19998;4;4
Displaced fracture of lateral condyle of right femur, subsequent encounter for closed fracture with routine healing;Abrasion, left great toe, sequela;;True;70413;3;2
Other injury of other flexor muscle, fascia and tendon at forearm level, left arm;Poisoning by phenothiazine antipsychotics and neuroleptics, accidental (unintentional), initial encounter;2023-03-12T00:00:00.0000000+01:00;False;40993;1;2
Toxic effect of contact with venomous marine plant, undetermined, initial encounter;Injury of iliac artery or vein;;True;36448;1;0
Arthropathy following intestinal bypass, left hand;Specific personality disorders;;True;9346;1;4
Underdosing of other nonsteroidal anti-inflammatory drugs [NSAID], sequela;Abrasion of front wall of thorax;;True;41766;0;3
Breakdown (mechanical) of internal fixation device of bones of foot and toes, sequela;Other specified injury of other blood vessels at lower leg level, left leg;2023-06-09T00:00:00.0000000+02:00;False;49083;3;4
3-part fracture of surgical neck of left humerus, subsequent encounter for fracture with delayed healing;Nondisplaced fracture of medial wall of left acetabulum, subsequent encounter for fracture with nonunion;;False;64946;2;2
Unspecified dislocation of left toe(s);Contusion of unspecified lesser toe(s) without damage to nail, initial encounter;;False;37282;3;3
Unspecified superficial injury of left ear, subsequent encounter;Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing;;False;38534;1;4
Anterior dislocation of left radial head, initial encounter;Other marginal perforations of tympanic membrane, unspecified ear;2024-02-02T00:00:00.0000000+01:00;True;8727;4;3
Poisoning by other nonsteroidal anti-inflammatory drugs [NSAID], assault, subsequent encounter;Ultralight, microlight or powered-glider crash injuring occupant, subsequent encounter;;True;73520;2;1
Displaced fracture of lateral end of left clavicle, initial encounter for open fracture;Unspecified mononeuropathy of right upper limb;2024-04-02T00:00:00.0000000+02:00;False;15777;4;0
Strain of muscle, fascia and tendon of triceps;Avulsion of left eye, sequela;2023-03-10T00:00:00.0000000+01:00;False;64909;1;0
Other intraarticular fracture of lower end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC;Fracture of subcondylar process of mandible, unspecified side, initial encounter for closed fracture;;True;72379;4;0
Subluxation of distal interphalangeal joint of right thumb, initial encounter;Sinus, fistula and cyst of branchial cleft;2023-04-09T00:00:00.0000000+02:00;False;20479;1;2
Malignant neoplasm of overlapping sites of rectum, anus and anal canal;Toxic effect of venom of other Australian snake, undetermined, initial encounter;2024-03-06T00:00:00.0000000+01:00;True;38351;2;1
Blister (nonthermal) of lip, sequela;Puncture wound with foreign body, left hip, sequela;;False;50787;4;2
Striking against or struck by unspecified automobile airbag, initial encounter;Cocaine dependence with cocaine-induced mood disorder;;False;78386;2;1
Pregnancy related peripheral neuritis, second trimester;Nondisplaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;2023-06-11T00:00:00.0000000+02:00;True;62101;3;4
Unspecified fracture of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with routine healing;Other iodine-deficiency related thyroid disorders and allied conditions;2023-11-12T00:00:00.0000000+01:00;False;61303;0;2
Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with nonunion;Toxic effect of thallium, assault, initial encounter;;False;11400;1;0
Pre-existing type 1 diabetes mellitus, in pregnancy, unspecified trimester;Soft tissue disorders related to use, overuse and pressure;2024-04-05T00:00:00.0000000+02:00;False;33534;3;1
Burn of second degree of multiple right fingers (nail), not including thumb;Harlequin fetus;;False;80419;2;2
Other specific joint derangements of unspecified hand, not elsewhere classified;Salter-Harris Type III physeal fracture of lower end of ulna, right arm, subsequent encounter for fracture with malunion;2024-11-05T00:00:00.0000000+01:00;False;22722;1;2
Displaced bimalleolar fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Infection and inflammatory reaction due to implanted electronic neurostimulator, generator, initial encounter;;True;85272;4;1
Open bite, right hip, initial encounter;Foreign body in cornea, left eye, subsequent encounter;;False;59675;2;3
Displaced fracture of distal phalanx of unspecified thumb, subsequent encounter for fracture with routine healing;Pedal cycle driver injured in collision with other pedal cycle in traffic accident;2024-07-03T00:00:00.0000000+02:00;True;73051;3;1
Burn of first degree of right hand, unspecified site, initial encounter;Underdosing of tetracyclines, subsequent encounter;;False;71456;2;1
Pathological fracture in neoplastic disease, right hand, subsequent encounter for fracture with nonunion;Burn of unspecified degree of multiple left fingers (nail), including thumb, subsequent encounter;;True;59537;1;1
Unspecified sprain of left thumb, sequela;Vesicoureteral-reflux with reflux nephropathy with hydroureter, unilateral;;False;57004;1;0
Displaced segmental fracture of shaft of left fibula, sequela;Nondisplaced articular fracture of head of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;;False;226;0;4
Abrasion, left great toe, subsequent encounter;Abscess of tendon sheath, unspecified lower leg;;False;75265;1;0
Poisoning by other anti-common-cold drugs, accidental (unintentional), sequela;Procreative counseling and advice using natural family planning;2023-11-09T00:00:00.0000000+01:00;False;49823;2;2
Salter-Harris Type III physeal fracture of upper end of unspecified tibia, initial encounter for closed fracture;Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident, sequela;;False;33251;4;4
Displaced fracture of unspecified tibial spine, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion;Toxic effect of mercury and its compounds, intentional self-harm, initial encounter;;True;54905;1;3
Encounter for screening for malignant neoplasm of bladder;Other specified injury of muscle, fascia and tendon of left hip, subsequent encounter;;True;17266;3;1
Blister (nonthermal) of right front wall of thorax, sequela;Other mastoiditis and related conditions, left ear;;True;41487;4;3
Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with delayed healing;Drug or chemical induced diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye;;False;85405;4;4
Exposure to flames in uncontrolled fire, not in building or structure, subsequent encounter;Nondisplaced fracture of lunate [semilunar], right wrist, subsequent encounter for fracture with routine healing;;True;77879;1;1
Supervision of pregnancy with grand multiparity, unspecified trimester;Other specified disorders of tendon, left hand;2024-09-06T00:00:00.0000000+02:00;False;74202;4;2
Other osteonecrosis, unspecified foot;Other specified disorders of bone, thigh;;False;84274;2;3
Corrosion of third degree of left scapular region, initial encounter;Cicatricial lagophthalmos;2023-07-10T00:00:00.0000000+02:00;True;85023;3;4
Other acute pancreatitis;Nondisplaced fracture of lunate [semilunar], left wrist, initial encounter for closed fracture;2024-02-08T00:00:00.0000000+01:00;False;23703;1;1
Stress fracture, left tibia, initial encounter for fracture;Subluxation of radiocarpal joint of unspecified wrist;2024-11-08T00:00:00.0000000+01:00;False;36164;0;4
Direct infection of right hip in infectious and parasitic diseases classified elsewhere;Puncture wound without foreign body, right thigh, subsequent encounter;;False;16501;1;4
Toxic effect of venom of other African and Asian snake, undetermined, initial encounter;Burn of unspecified degree of right axilla, subsequent encounter;2023-02-10T00:00:00.0000000+01:00;True;42075;1;1
Underdosing of salicylates;Corrosion of first degree of single left finger (nail) except thumb;;False;55155;0;3
Other myositis;Female pelvic inflammatory disorders in diseases classified elsewhere;;True;66056;1;0
Unspecified fracture of lower end of unspecified tibia, subsequent encounter for closed fracture with routine healing;Other fracture of upper end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;True;20916;4;1
Salter-Harris Type III physeal fracture of lower end of radius, right arm, subsequent encounter for fracture with nonunion;Nondisplaced fracture of lateral cuneiform of unspecified foot, sequela;;False;66670;1;4
Twin pregnancy, monochorionic/monoamniotic, first trimester;Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle, initial encounter;;True;54560;2;3
Rheumatoid lung disease with rheumatoid arthritis of ankle and foot;Chronic oophoritis;2024-06-04T00:00:00.0000000+02:00;True;63590;3;3
Drug induced acute pancreatitis with infected necrosis;Displaced fracture of coracoid process, unspecified shoulder, sequela;2023-08-10T00:00:00.0000000+02:00;True;16227;0;0
Contusion of right hand, initial encounter;Subluxation of distal radioulnar joint of unspecified wrist, subsequent encounter;;True;54806;3;0
Benign neoplasm of male genital organs;Congenital absence of both forearm and hand, bilateral;;True;18926;1;3
Nondisplaced fracture of distal phalanx of left lesser toe(s), subsequent encounter for fracture with nonunion;Unspecified dislocation of left index finger, sequela;;False;44585;4;1
Other congenital malformations of great veins;Diffuse traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter;2024-09-01T00:00:00.0000000+02:00;True;79443;3;1
Burn of second degree of right knee, subsequent encounter;Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type I or II with nonunion;2024-10-03T00:00:00.0000000+02:00;True;19751;4;3
Medial subluxation of left ulnohumeral joint, initial encounter;Poisoning by saline and osmotic laxatives, accidental (unintentional);2023-12-10T00:00:00.0000000+01:00;False;43923;2;1
Chronic or unspecified duodenal ulcer with both hemorrhage and perforation;Supervision of pregnancy with history of molar pregnancy, unspecified trimester;2024-01-08T00:00:00.0000000+01:00;True;20993;3;0
Child physical abuse, confirmed, sequela;Type 1 diabetes mellitus with diabetic dermatitis;2024-07-01T00:00:00.0000000+02:00;True;8372;0;2
Hereditary optic atrophy;Bent bone of right radius, subsequent encounter for closed fracture with routine healing;;False;3105;0;2
Toxic effect of venom of gila monster, undetermined, sequela;Poisoning by inhaled anesthetics, undetermined, sequela;;False;32980;2;3
Wedge compression fracture of third lumbar vertebra, sequela;Other specified injury of blood vessel of left index finger, subsequent encounter;;True;60148;1;2
Other specified injury of splenic vein, initial encounter;Poisoning by peripheral vasodilators, assault, sequela;;False;27043;0;4
Displaced fracture of epiphysis (separation) (upper) of right femur, initial encounter for closed fracture;Malignant neoplasm of medulla of unspecified adrenal gland;;False;5572;1;0
Poisoning by methadone, accidental (unintentional);Displaced apophyseal fracture of unspecified femur, initial encounter for open fracture type I or II;;False;62538;4;0
Nondisplaced oblique fracture of shaft of right tibia, sequela;Nondisplaced fracture of lateral cuneiform of right foot, subsequent encounter for fracture with routine healing;2024-12-04T00:00:00.0000000+01:00;True;18765;2;1
Displaced fracture of neck of right talus, sequela;Driver of other special all-terrain or other off-road motor vehicle injured in nontraffic accident, subsequent encounter;;False;62985;2;0
Pathological fracture, right femur, subsequent encounter for fracture with malunion;Toxic effect of nitroderivatives and aminoderivatives of benzene and its homologues, intentional self-harm;;False;84196;0;1
Nondisplaced fracture of coracoid process, right shoulder, subsequent encounter for fracture with malunion;Unspecified fracture of left acetabulum, initial encounter for open fracture;;False;49515;4;0
Injury of accessory nerve, left side, initial encounter;Pathological fracture in neoplastic disease, hip, unspecified;2024-06-08T00:00:00.0000000+02:00;False;82194;1;3
Glaucoma secondary to drugs, right eye, stage unspecified;Other osteonecrosis, left toe(s);;True;27367;1;0
Deformity of right orbit due to trauma or surgery;Toxic effect of venom of caterpillars, assault, subsequent encounter;;False;74475;4;3
Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Laceration of other specified blood vessels at shoulder and upper arm level, left arm, subsequent encounter;;True;67355;1;0
Displaced comminuted fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;Nondisplaced fracture of neck of left radius, initial encounter for open fracture type I or II;2023-07-09T00:00:00.0000000+02:00;False;66889;1;4
Laceration without foreign body of right ear, initial encounter;Military operations involving incendiary bullet, civilian, sequela;;True;63743;1;0
Other injury of flexor muscle, fascia and tendon of left little finger at wrist and hand level;Dislocation of metacarpal (bone), proximal end of unspecified hand, initial encounter;;False;66450;3;4
Bucket-handle tear of lateral meniscus, current injury, right knee, subsequent encounter;Medial subluxation of unspecified ulnohumeral joint, subsequent encounter;;True;42495;2;3
War operations involving indirect blast effect of nuclear weapon, military personnel;Sarcoidosis of lung with sarcoidosis of lymph nodes;;True;83254;1;4
Nondisplaced fracture of first metatarsal bone, unspecified foot, initial encounter for closed fracture;Other fracture of shaft of left ulna, initial encounter for closed fracture;;True;73143;2;3
Immunodeficiency with short-limbed stature;Strain of other extensor muscle, fascia and tendon at forearm level, right arm, initial encounter;;True;34836;0;0
Displacement of breast prosthesis and implant, sequela;Poisoning by anticholinesterase agents, intentional self-harm, subsequent encounter;;True;81337;1;0
Burn of unspecified degree of left scapular region, sequela;Slipping, tripping and stumbling without falling, unspecified, subsequent encounter;;True;62375;3;4
Nontraumatic ischemic infarction of muscle, right lower leg;Perforation due to foreign body accidentally left in body following injection or immunization, initial encounter;2023-06-11T00:00:00.0000000+02:00;True;4080;2;3
Burns involving 80-89% of body surface with 40-49% third degree burns;Brown-Sequard syndrome at C3 level of cervical spinal cord, initial encounter;2024-06-04T00:00:00.0000000+02:00;False;63254;2;4
Corrosion of second degree of right wrist;Chronic postrheumatic arthropathy [Jaccoud], unspecified hip;;False;15725;3;0
Chronic venous hypertension (idiopathic) with other complications of unspecified lower extremity;Capsular contracture of breast implant, sequela;;False;50163;2;3
Person on outside of three-wheeled motor vehicle injured in collision with pedestrian or animal in traffic accident;Third degree perineal laceration during delivery, unspecified;2024-02-06T00:00:00.0000000+01:00;True;54113;4;2
Unspecified injury of blood vessel of left ring finger, initial encounter;Poisoning by iminostilbenes, accidental (unintentional);2024-03-07T00:00:00.0000000+01:00;True;5392;0;2
Incarcerated fracture (avulsion) of medial epicondyle of left humerus, initial encounter for closed fracture;Salter-Harris Type IV physeal fracture of lower end of left femur, initial encounter for closed fracture;2023-03-10T00:00:00.0000000+01:00;False;84143;2;2
Personal history of diabetic foot ulcer;Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture;2023-08-12T00:00:00.0000000+02:00;False;36152;3;1
Nondisplaced fracture of neck of unspecified radius, initial encounter for open fracture type I or II;Poisoning by cardiac-stimulant glycosides and drugs of similar action, assault, subsequent encounter;2023-05-11T00:00:00.0000000+02:00;False;43309;4;0
Miliary tuberculosis, unspecified;Biological father, perpetrator of maltreatment and neglect;;False;12474;4;4
Unspecified occupant of heavy transport vehicle injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter;Poisoning by antimycobacterial drugs, accidental (unintentional), sequela;;True;6488;2;2
Laceration without foreign body, unspecified thigh, sequela;Neoplasm of uncertain behavior of other and unspecified sites;2024-04-03T00:00:00.0000000+02:00;True;74095;4;0
Hypoplasia of uterus;Unspecified motorcycle rider injured in noncollision transport accident in traffic accident, initial encounter;2024-01-03T00:00:00.0000000+01:00;False;11514;1;2
Complex regional pain syndrome I of left upper limb;Poisoning by diagnostic agents, undetermined, sequela;2024-06-03T00:00:00.0000000+02:00;True;38123;4;2
Acute post-traumatic headache, intractable;Insect bite (nonvenomous) of unspecified finger, subsequent encounter;2024-05-06T00:00:00.0000000+02:00;True;14787;4;1
Torus fracture of lower end of right humerus, subsequent encounter for fracture with routine healing;Pressure collapse of lung due to anesthesia during pregnancy;;False;84982;1;3
Other burn on board sailboat;Other specified hearing loss, bilateral;;True;82566;3;2
Burn of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site;Chronic inflammation of postmastoidectomy cavity, left ear;2023-01-12T00:00:00.0000000+01:00;False;26608;0;2
Laceration of intrinsic muscle, fascia and tendon of right index finger at wrist and hand level;Fracture of unspecified metatarsal bone(s), right foot, subsequent encounter for fracture with malunion;;True;80428;2;4
Arthritis due to other bacteria, unspecified joint;Nondisplaced oblique fracture of shaft of right tibia, initial encounter for closed fracture;;False;29027;0;3
Crushing injury of left wrist and hand, subsequent encounter;Other fracture of upper end of right ulna, initial encounter for closed fracture;;False;85349;0;3
Poisoning by other synthetic narcotics, intentional self-harm;Ultralight, microlight or powered-glider fire injuring occupant, sequela;;True;20397;2;0
Nondisplaced pilon fracture of right tibia;Strain of other extensor muscle, fascia and tendon at forearm level, right arm, initial encounter;2023-10-11T00:00:00.0000000+02:00;True;13030;0;1
Other malformation of placenta;Abrasion of nose, sequela;2024-08-04T00:00:00.0000000+02:00;False;47318;4;3
Displaced fracture of cuboid bone of left foot, initial encounter for open fracture;Sprain of calcaneofibular ligament;;False;76547;0;1
Unspecified motorcycle rider injured in collision with fixed or stationary object in traffic accident;Injury of optic tract and pathways, unspecified eye;2023-07-11T00:00:00.0000000+02:00;False;61482;1;1
Salter-Harris Type I physeal fracture of right calcaneus, subsequent encounter for fracture with malunion;Unspecified injury of unspecified renal artery, sequela;;True;83083;3;0
War operations involving unintentional restriction of air and airway, civilian, initial encounter;Displaced fracture of shaft of second metacarpal bone, left hand;;True;61112;0;1
Hyphema, right eye;Abrasion, unspecified lower leg, subsequent encounter;;False;78117;4;1
Pathological fracture in neoplastic disease, left tibia, subsequent encounter for fracture with delayed healing;Unspecified injury of intrinsic muscle, fascia and tendon of right little finger at wrist and hand level, sequela;;False;52601;1;1
Other injury of muscle(s) and tendon(s) of the rotator cuff of left shoulder, sequela;Lymphoid leukemia, unspecified;;False;20762;2;4
Displaced fracture of proximal phalanx of left ring finger, subsequent encounter for fracture with malunion;Intervertebral disc stenosis of neural canal of cervical region;;True;82858;3;4
Personal history of malignant neoplasm of ovary;Other specified injury of unspecified middle and inner ear;;False;260;2;1
Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye;Complete traumatic amputation of left breast, initial encounter;;True;61110;1;0
Injury of cutaneous sensory nerve at shoulder and upper arm level, unspecified arm, sequela;Other traumatic displaced spondylolisthesis of second cervical vertebra, initial encounter for open fracture;;True;55127;0;4
Palindromic rheumatism, left wrist;Atherosclerosis of nonbiological bypass graft(s) of the extremities with intermittent claudication, other extremity;2023-08-09T00:00:00.0000000+02:00;True;18521;0;4
Poisoning by calcium-channel blockers, assault;Aspergillosis;;True;58877;4;0
Monteggia's fracture of ulna;Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus;;False;2740;1;3
Anterior dislocation of unspecified sternoclavicular joint, initial encounter;Ultralight, microlight or powered-glider explosion injuring occupant, sequela;;True;47752;1;0
Other specified injuries of larynx, sequela;Toxic optic neuropathy;2024-06-04T00:00:00.0000000+02:00;False;71003;0;4
Mantle cell lymphoma, lymph nodes of axilla and upper limb;Juvenile rheumatoid arthritis with systemic onset, right hip;;False;5565;2;0
Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing;Salter-Harris Type III physeal fracture of upper end of right tibia, subsequent encounter for fracture with delayed healing;;False;44434;1;2
Displaced fracture of cuboid bone of unspecified foot, initial encounter for open fracture;Laceration of dorsal vein of left foot, sequela;;True;41752;0;2
Unspecified injury of muscle, fascia and tendon of left hip, sequela;Encounter for other screening for genetic and chromosomal anomalies;2024-05-08T00:00:00.0000000+02:00;True;35829;0;1
Asphyxiation due to being trapped in a (discarded) refrigerator, assault, subsequent encounter;Total (external) ophthalmoplegia, unspecified eye;;False;15155;3;1
Military operations involving direct blast effect of nuclear weapon, military personnel;Unspecified open wound of unspecified great toe without damage to nail, sequela;;True;9377;1;0
Urethral diverticulum;Seborrheic infantile dermatitis;2024-06-02T00:00:00.0000000+02:00;False;32711;3;0
Chronic multifocal osteomyelitis, unspecified tibia and fibula;Complete traumatic transphalangeal amputation of left thumb;2024-07-02T00:00:00.0000000+02:00;True;30286;0;0
Blindness, one eye;Traumatic rupture of volar plate of unspecified finger at metacarpophalangeal and interphalangeal joint;;False;80821;4;0
Toxic effect of venom of other Australian snake, assault, sequela;Nondisplaced fracture of medial phalanx of unspecified finger;;True;48562;1;2
Ototoxic hearing loss;Unspecified diabetes mellitus in pregnancy;2024-06-03T00:00:00.0000000+02:00;True;2956;0;1
Drowning and submersion due to fall off fishing boat;Congenital and hereditary thrombocytopenia purpura;;True;25877;4;1
Unspecified injury at C8 level of cervical spinal cord;Rheumatoid vasculitis with rheumatoid arthritis of left knee;;False;71685;2;4
Abrasion of right hand;Other specific joint derangements of unspecified hand, not elsewhere classified;;True;14110;1;3
Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Venezuelan equine fever;;False;45477;3;0
Stiffness of unspecified elbow, not elsewhere classified;Other specified spondylopathies, thoracolumbar region;2024-01-03T00:00:00.0000000+01:00;False;18570;1;3
Striking against or struck by driver side automobile airbag, sequela;Effusion, left foot;2024-02-04T00:00:00.0000000+01:00;True;73299;4;0
Displaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;Fibroadenosis of breast;;True;33828;3;4
Foreign body in nostril, subsequent encounter;Partial traumatic amputation at level between elbow and wrist, unspecified arm, sequela;;True;12046;4;1
Nondisplaced comminuted fracture of shaft of radius, left arm, subsequent encounter for closed fracture with nonunion;Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion;;False;41208;0;0
Poisoning by propionic acid derivatives, undetermined;Unspecified injury of unspecified blood vessel at wrist and hand level of left arm, subsequent encounter;;False;36540;0;4
Nondisplaced spiral fracture of shaft of radius, right arm, initial encounter for open fracture type I or II;Fall on board watercraft;2024-10-04T00:00:00.0000000+02:00;True;62890;0;1
Unspecified injury of posterior tibial artery, right leg, sequela;Burn of second degree of multiple sites of right lower limb, except ankle and foot;2024-03-02T00:00:00.0000000+01:00;False;15799;3;1
Salter-Harris Type II physeal fracture of lower end of unspecified femur;Glider (nonpowered) fire injuring occupant, initial encounter;2024-08-08T00:00:00.0000000+02:00;False;71889;0;0
Fracture of proximal phalanx of great toe;Injury of visual cortex, unspecified eye, sequela;;False;15853;0;3
Poisoning by unspecified psychostimulants, intentional self-harm;Gender identity disorder, unspecified;2024-04-04T00:00:00.0000000+02:00;False;45364;2;4
Abrasion, right lesser toe(s), initial encounter;Laceration with foreign body of unspecified thumb without damage to nail, sequela;2024-08-07T00:00:00.0000000+02:00;True;18530;3;4
Nondisplaced fracture of shaft of second metacarpal bone, left hand, initial encounter for closed fracture;Puncture wound with foreign body, right hip, subsequent encounter;2024-08-03T00:00:00.0000000+02:00;False;56468;0;3
Fracture of unspecified carpal bone, right wrist, subsequent encounter for fracture with delayed healing;Unspecified fracture of third metacarpal bone, left hand, subsequent encounter for fracture with nonunion;2024-05-06T00:00:00.0000000+02:00;True;81643;1;1
Corrosion of third degree of multiple sites of right lower limb, except ankle and foot, subsequent encounter;Other fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;2024-06-03T00:00:00.0000000+02:00;True;12486;4;1
Neonatal jaundice due to drugs or toxins transmitted from mother or given to newborn;Corrosion of first degree of left ankle;;True;43654;1;2
Subluxation of metacarpophalangeal joint of left ring finger, sequela;Other congenital functional disorders of colon;;False;84776;4;4
Sezary disease, extranodal and solid organ sites;Otosclerosis involving oval window, nonobliterative, left ear;2023-03-12T00:00:00.0000000+01:00;True;19215;0;4
Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra;Unspecified subluxation of right shoulder joint, sequela;;False;54125;4;0
Fracture of unspecified phalanx of other finger;Displaced fracture of head of unspecified radius, subsequent encounter for closed fracture with nonunion;2023-05-12T00:00:00.0000000+02:00;False;18167;2;4
Lymphoblastic (diffuse) lymphoma, lymph nodes of axilla and upper limb;Other fractures of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing;;False;31295;3;4
Maternal care for anti-D [Rh] antibodies, third trimester, fetus 3;Overflow incontinence;;True;43294;2;2
