title;description;deadline;completed;duration;importance;hatelevel
Laceration without foreign body of unspecified part of neck, sequela;Other bursal cyst, unspecified ankle and foot;2023-07-10T00:00:00.0000000+02:00;False;19127;1;4
Toxic effect of other ingested (parts of) plant(s), intentional self-harm, sequela;Subluxation of C0/C1 cervical vertebrae;;False;22207;5;4
Fracture of shaft of clavicle;Person boarding or alighting a three-wheeled motor vehicle injured in collision with fixed or stationary object, initial encounter;2024-02-01T00:00:00.0000000+01:00;True;73227;3;2
Contusion of right foot, subsequent encounter;Displaced fracture of navicular [scaphoid] of unspecified foot, subsequent encounter for fracture with malunion;2024-09-08T00:00:00.0000000+02:00;False;21939;1;1
Urethral disorder, unspecified;Strain of unspecified muscles, fascia and tendons at thigh level;2024-01-06T00:00:00.0000000+01:00;False;34962;3;3
Pedal cycle driver injured in collision with other pedal cycle in traffic accident, subsequent encounter;Pheomycotic brain abscess;;False;64491;2;5
Sprain of interphalangeal joint of unspecified lesser toe(s);Rupture of popliteal cyst;;True;20402;4;5
Other maternal infectious and parasitic diseases complicating pregnancy, unspecified trimester;Maternal care for viable fetus in abdominal pregnancy;;False;18520;1;4
Fetal anemia and thrombocytopenia, first trimester, fetus 3;Central dislocation of left hip, initial encounter;2024-12-06T00:00:00.0000000+01:00;False;9660;3;4
Other superficial bite of unspecified wrist, sequela;Unspecified subluxation of left ring finger, sequela;2024-06-04T00:00:00.0000000+02:00;True;28642;4;4
Strain of muscle, fascia and tendon of right hip;Unspecified superficial injury of left elbow;2024-01-02T00:00:00.0000000+01:00;False;57240;3;4
Inferior dislocation of unspecified acromioclavicular joint, sequela;Poisoning by antidiarrheal drugs, intentional self-harm, sequela;;True;73667;1;5
Contusion of bronchus, unspecified;Toxic effect of venom of other North and South American snake, accidental (unintentional), initial encounter;2024-08-02T00:00:00.0000000+02:00;True;57163;3;5
Megalencephaly;Nondisplaced unspecified fracture of unspecified lesser toe(s), sequela;;False;85456;5;2
Puncture wound without foreign body, unspecified foot;Subluxation of proximal interphalangeal joint of right middle finger, sequela;2024-05-03T00:00:00.0000000+02:00;True;24672;3;5
Assault by letter bomb, initial encounter;Secondary lacrimal gland atrophy, left lacrimal gland;;True;80638;1;1
Puncture wound with foreign body of unspecified back wall of thorax with penetration into thoracic cavity;Unspecified dislocation of right toe(s), subsequent encounter;2024-02-02T00:00:00.0000000+01:00;True;53905;1;1
Pompe disease;Activity, obstacle course;;True;27448;3;3
Fracture of orbital floor, left side, sequela;Shigellosis due to Shigella boydii;;False;20491;3;2
Salter-Harris Type III physeal fracture of upper end of tibia;Nondisplaced fracture of body of left talus;2024-07-04T00:00:00.0000000+02:00;True;9268;5;2
Burn of second degree of unspecified upper arm, initial encounter;Blister (nonthermal) of lip, sequela;;False;66827;1;4
Unspecified macular degeneration;Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela;;False;83605;3;3
Puncture wound without foreign body of left ring finger without damage to nail;Puncture wound with foreign body of left lesser toe(s) without damage to nail, subsequent encounter;;True;56237;2;1
Contusion, laceration, and hemorrhage of cerebellum with loss of consciousness of 1 hour to 5 hours 59 minutes;Nondisplaced fracture of intermediate cuneiform of right foot, subsequent encounter for fracture with delayed healing;;True;15904;5;5
Lattice degeneration of retina, right eye;Other meningococcal infections;;True;32976;3;2
Apocrine miliaria;Military operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel, subsequent encounter;2024-06-08T00:00:00.0000000+02:00;True;1661;2;3
Displaced fracture of distal phalanx of unspecified finger, subsequent encounter for fracture with routine healing;Cicatricial ectropion of eyelid;;False;54341;4;3
Disorder of amniotic fluid and membranes, unspecified, unspecified trimester, fetus 3;Injury of other nerves at hip and thigh level;;False;75935;3;1
Displaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with nonunion;Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, subsequent encounter;;False;79393;5;4
Toxic effect of carbon monoxide from unspecified source;Nondisplaced comminuted fracture of shaft of humerus, left arm, initial encounter for open fracture;;True;58700;1;1
Salter-Harris Type IV physeal fracture of lower end of right femur, sequela;Monoplegia of upper limb following unspecified cerebrovascular disease affecting right dominant side;;True;84090;2;1
Posterior subluxation of left humerus, sequela;Gestational edema, second trimester;;False;954;3;1
Corrosions involving 80-89% of body surface with 30-39% third degree corrosion;Salmonella infection, unspecified;2024-02-08T00:00:00.0000000+01:00;True;20326;5;2
Radiohumeral (joint) sprain of right elbow, subsequent encounter;Pain due to internal orthopedic prosthetic devices, implants and grafts;2024-11-03T00:00:00.0000000+01:00;False;45607;2;1
Laceration of axillary or brachial vein, unspecified side, initial encounter;Granuloma of orbit;;False;68948;5;2
Chronic periodontitis;Breakdown (mechanical) of artificial skin graft and decellularized allodermis, initial encounter;;True;19622;3;1
Driver of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter;Other infective otitis externa, right ear;;True;37434;3;3
Ocular laceration and rupture with prolapse or loss of intraocular tissue, right eye;Displaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;;False;30525;1;2
Other specified injury of unspecified renal vein, sequela;Superficial foreign body of scrotum and testes;2024-09-04T00:00:00.0000000+02:00;True;24375;2;4
Alcohol abuse with alcohol-induced psychotic disorder with delusions;Unspecified open wound of left front wall of thorax with penetration into thoracic cavity, sequela;;False;49815;4;1
Unspecified occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object in traffic accident, subsequent encounter;Other specified fracture of right pubis, initial encounter for open fracture;;True;7750;3;1
Adverse effect of unspecified drugs, medicaments and biological substances, subsequent encounter;Calcium deposit in bursa, left hand;;True;69636;3;3
Toxic effect of unspecified metal, accidental (unintentional), subsequent encounter;Nephrotic syndrome with unspecified morphologic changes;2023-11-12T00:00:00.0000000+01:00;False;62404;3;2
Chorioamnionitis, second trimester, not applicable or unspecified;Corrosion of third degree of left wrist;;False;5513;2;2
Other disorders of lactation;Other specified arthritis, unspecified hand;;True;24308;4;4
Laceration with foreign body, right lower leg;Burn due to other unpowered watercraft on fire, subsequent encounter;2024-01-09T00:00:00.0000000+01:00;True;39622;2;5
Unspecified subluxation of left radial head, sequela;Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion;2023-07-10T00:00:00.0000000+02:00;False;2471;2;1
Chronic myringitis, left ear;Unspecified injury of unspecified Achilles tendon;2024-05-03T00:00:00.0000000+02:00;False;70530;2;4
Contact with and (suspected) exposure to rabies;Underdosing of thyroid hormones and substitutes, subsequent encounter;;False;35194;4;4
Toxic effect of chromium and its compounds, intentional self-harm, sequela;Schizoaffective disorder, depressive type;;False;67515;1;1
Poisoning by unspecified agents primarily acting on the respiratory system, accidental (unintentional);Other fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion;;True;40509;5;5
Partial traumatic metacarpophalangeal amputation of right middle finger, sequela;Minor laceration of abdominal aorta, subsequent encounter;2024-11-04T00:00:00.0000000+01:00;False;277;1;5
Encounter for change or removal of surgical wound dressing;Injury of other blood vessels of thorax;;False;83439;2;3
Burn of third degree of unspecified axilla, sequela;Injury of other cranial nerves, left side, initial encounter;2024-09-02T00:00:00.0000000+02:00;False;34493;3;4
Toxic effect of hydrogen cyanide, undetermined, sequela;Blister (nonthermal) of right elbow;;True;71113;4;4
Sprain of unspecified collateral ligament of unspecified knee;Displaced fracture of base of fourth metacarpal bone, left hand;2023-11-12T00:00:00.0000000+01:00;False;59760;2;1
Displaced fracture of head of left radius, initial encounter for closed fracture;Traumatic compartment syndrome of other sites;;False;18024;1;5
Open bite of abdominal wall, right upper quadrant without penetration into peritoneal cavity, initial encounter;Other injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level;2024-08-04T00:00:00.0000000+02:00;True;3323;2;3
Other specified osteochondropathies, unspecified lower leg;Unspecified fracture of right ilium;;True;5422;4;5
Burn of third degree of neck, sequela;Poisoning by enzymes, accidental (unintentional), sequela;;True;32281;1;3
Drowning and submersion due to falling or jumping from burning canoe or kayak;Hypervitaminosis D;;False;59596;5;4
Unspecified fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion;Unstable burst fracture of second lumbar vertebra, initial encounter for open fracture;2023-02-10T00:00:00.0000000+01:00;True;29161;2;4
Person boarding or alighting a pedal cycle injured in collision with car, pick-up truck or van;Dislocation of T4/T5 thoracic vertebra, sequela;;True;52748;1;4
Blister (nonthermal) of left ring finger, initial encounter;Narcolepsy in conditions classified elsewhere with cataplexy;;True;78464;3;5
Fall while being carried or supported by other persons;Car passenger injured in collision with heavy transport vehicle or bus in nontraffic accident;2023-04-11T00:00:00.0000000+02:00;True;22974;1;3
Displacement of surgically created arteriovenous fistula, subsequent encounter;Unspecified injury of blood vessel of right middle finger, initial encounter;;False;19001;1;5
Fracture of mandible, unspecified, sequela;Direct infection of right elbow in infectious and parasitic diseases classified elsewhere;2024-03-08T00:00:00.0000000+01:00;True;75945;1;5
Laceration of blood vessel of right ring finger;Contusion of unspecified foot, initial encounter;;True;73633;1;1
Barton's fracture of right radius, subsequent encounter for open fracture type I or II with malunion;Focal chorioretinal inflammation, peripheral, right eye;2024-12-03T00:00:00.0000000+01:00;False;21063;3;5
Laceration with foreign body of unspecified back wall of thorax with penetration into thoracic cavity, subsequent encounter;Contusion of tail of pancreas, sequela;;True;37503;3;3
Laceration without foreign body of unspecified back wall of thorax without penetration into thoracic cavity, subsequent encounter;Unspecified open wound of left back wall of thorax without penetration into thoracic cavity;;False;36346;5;2
Open bite of unspecified front wall of thorax with penetration into thoracic cavity;Unspecified injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg, subsequent encounter;2024-10-03T00:00:00.0000000+02:00;False;66561;4;1
Unspecified car occupant injured in collision with fixed or stationary object in traffic accident, sequela;Crushed between canoe or kayak and other watercraft or other object due to collision, sequela;2024-07-05T00:00:00.0000000+02:00;True;27546;2;2
Sicca syndrome, unspecified;Toxic effect of venom of other reptiles, accidental (unintentional), sequela;2024-06-07T00:00:00.0000000+02:00;False;1463;1;1
Nondisplaced fracture of distal pole of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture;Laceration without foreign body of right index finger without damage to nail;;False;9341;5;4
Ankylosis, left hand;Drowning and submersion due to being thrown overboard by motion of unspecified watercraft;;True;74024;5;3
Toxic effect of venom of other venomous lizard, undetermined;War operation involving nuclear radiation effects of nuclear weapon, military personnel;2024-03-05T00:00:00.0000000+01:00;True;54283;1;3
Burn due to other unpowered watercraft on fire, subsequent encounter;Blister (nonthermal), right knee, sequela;;True;11684;5;2
Personal history of malignant neoplasm of unspecified site of lip, oral cavity, and pharynx;Epigastric rebound abdominal tenderness;;False;76919;4;1
Stress fracture, left hand, sequela;Minor laceration of superior mesenteric artery;;False;82229;4;3
Unspecified superficial injury of left great toe, subsequent encounter;Puncture wound with foreign body of left middle finger with damage to nail;2024-06-05T00:00:00.0000000+02:00;False;64958;3;2
Crushing injury of right thumb;Other fracture of fourth thoracic vertebra, sequela;;True;28605;5;1
Nondisplaced fracture of trapezium [larger multangular], unspecified wrist;Unspecified fracture of unspecified talus, sequela;;True;43478;2;2
Underdosing of coronary vasodilators, sequela;Laceration of extensor muscle, fascia and tendon of left little finger at wrist and hand level;2024-03-07T00:00:00.0000000+01:00;False;31327;2;5
Noninfective disorders of pinna, left ear;Breakdown (mechanical) of breast prosthesis and implant;;True;66067;1;1
Other specific personality disorders;Strain of muscle and tendon of long flexor muscle of toe at ankle and foot level, unspecified foot, subsequent encounter;;False;11543;4;1
Displaced fracture of lateral condyle of left humerus, subsequent encounter for fracture with malunion;Unspecified injury of muscle, fascia and tendon of other parts of biceps, right arm, subsequent encounter;2023-03-09T00:00:00.0000000+01:00;False;38251;2;1
Legal intervention involving injury by rifle pellet, law enforcement official injured;Pathological fracture, unspecified ulna and radius, subsequent encounter for fracture with nonunion;2024-10-05T00:00:00.0000000+02:00;False;43929;2;4
Laceration with foreign body of unspecified toe(s) without damage to nail, subsequent encounter;Abnormal innervation syndrome left eye, unspecified eyelid;;True;17423;3;5
Displaced trimalleolar fracture of left lower leg, sequela;Angiosarcoma of liver;2024-07-01T00:00:00.0000000+02:00;True;9338;3;5
Nondisplaced oblique fracture of shaft of left radius, initial encounter for open fracture type I or II;Injury of peroneal nerve at lower leg level, right leg, subsequent encounter;;True;58650;1;3
Non-pressure chronic ulcer of unspecified thigh with necrosis of muscle;Unspecified physeal fracture of lower end of humerus, unspecified arm, sequela;;True;46963;4;1
Diplegia of upper limbs;Unspecified fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC;;True;61962;5;5
Person on outside of bus injured in collision with two- or three-wheeled motor vehicle in traffic accident;Embolism due to cardiac prosthetic devices, implants and grafts, subsequent encounter;2023-01-10T00:00:00.0000000+01:00;False;63544;1;4
Corrosion of third degree of unspecified knee;Partial traumatic amputation at knee level, right lower leg, initial encounter;;False;59812;4;2
Rheumatoid bursitis, knee;Inhalation of liquid air, sequela;2024-09-08T00:00:00.0000000+02:00;True;36622;5;5
Congenital malformation of aortic and mitral valves, unspecified;Nondisplaced fracture of medial wall of right acetabulum, initial encounter for open fracture;2023-01-10T00:00:00.0000000+01:00;True;80998;3;2
Unspecified dislocation of left hip, sequela;Toxic effect of tetrachloroethylene, undetermined, subsequent encounter;;True;6470;3;2
Displaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing;Dislocation of distal interphalangeal joint of right ring finger, subsequent encounter;;False;58410;5;1
Obstructed labor due to other maternal pelvic abnormalities;Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter;;False;23883;5;1
Unspecified superficial injury of unspecified knee;Contaminated medical or biological substance, injected or used for immunization;;False;67626;2;5
Animal-rider injured in collision with other specified motor vehicle, initial encounter;Newborn small for gestational age, 2000-2499 grams;;True;16937;2;1
Anaphylactic reaction due to other fish, initial encounter;Superficial foreign body of right ear, sequela;;False;77500;4;3
Stable burst fracture of unspecified thoracic vertebra, subsequent encounter for fracture with routine healing;Puncture wound with foreign body of left great toe without damage to nail, sequela;2024-03-07T00:00:00.0000000+01:00;False;1855;5;4
Other spontaneous disruption of unspecified ligament of left knee;Abrasion of unspecified front wall of thorax, initial encounter;2024-06-08T00:00:00.0000000+02:00;False;2532;1;4
2-part nondisplaced fracture of surgical neck of left humerus, sequela;Burn of third degree of multiple sites of unspecified wrist and hand, subsequent encounter;;True;788;4;5
Open bite, left foot, sequela;Poisoning by dental drugs, topically applied, assault, subsequent encounter;2024-05-01T00:00:00.0000000+02:00;True;72050;4;2
Laceration with foreign body of abdominal wall, left lower quadrant with penetration into peritoneal cavity, subsequent encounter;Abrasion of right little finger;2024-03-08T00:00:00.0000000+01:00;False;12760;3;5
Coma scale, best verbal response, confused conversation, at arrival to emergency department;Breakdown (mechanical) of vascular dialysis catheter, subsequent encounter;;True;84719;5;3
Influenza due to unidentified influenza virus with myocarditis;Presence of artificial limb (complete) (partial), unspecified;;True;85362;2;1
Poisoning by other hormone antagonists, undetermined;Unspecified open wound of left great toe without damage to nail;;False;7834;4;5
Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC;Underdosing of other antiprotozoal drugs, sequela;;False;25355;2;4
Other arterial dissection;Nondisplaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion;2024-12-02T00:00:00.0000000+01:00;False;5152;1;5
Staphylococcal arthritis, unspecified hand;Unspecified fracture of unspecified metacarpal bone, subsequent encounter for fracture with routine healing;2023-11-11T00:00:00.0000000+01:00;True;75470;5;2
Underdosing of unspecified psychostimulants;Adverse effect of anthelminthics, initial encounter;2024-03-04T00:00:00.0000000+01:00;True;81329;4;5
Cataract (lens) fragments in eye following cataract surgery, bilateral;Osteonecrosis due to drugs of right ulna;;True;33713;5;3
Calcification and ossification of muscles associated with burns, ankle and foot;Unspecified injury of right innominate or subclavian vein;;False;54007;4;4
Contracture of muscle, right lower leg;Underachievement in school;;True;25163;5;1
Other sequelae following nontraumatic subarachnoid hemorrhage;Poisoning by rifampicins, accidental (unintentional), subsequent encounter;;False;53614;4;3
Corrosion of second degree of nose (septum), sequela;Partial traumatic amputation of right shoulder and upper arm, level unspecified, subsequent encounter;2023-10-11T00:00:00.0000000+02:00;True;15994;1;1
Unspecified fracture of shaft of left femur, initial encounter for open fracture type I or II;Unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing;2023-09-11T00:00:00.0000000+02:00;False;12162;3;3
Synovial cyst of popliteal space [Baker];Injury of optic tract and pathways, left eye;;False;55719;1;1
Traumatic hemorrhage of left cerebrum with loss of consciousness of unspecified duration, sequela;Military operations involving flamethrower, civilian;2024-05-01T00:00:00.0000000+02:00;True;43206;5;3
Displaced bimalleolar fracture of left lower leg, sequela;Other fracture of unspecified metacarpal bone, subsequent encounter for fracture with malunion;;True;29010;3;4
Unspecified injury of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, initial encounter;Trigger finger, right middle finger;;False;58454;5;5
Blister (nonthermal) of unspecified back wall of thorax, sequela;Bursitis, unspecified hand;2024-12-05T00:00:00.0000000+01:00;False;75781;4;1
Other hyperparathyroidism;Other subluxation of right knee, subsequent encounter;;False;20110;5;4
Compartment syndrome, unspecified, initial encounter;Abdominal actinomycosis;;True;52523;2;2
Nondisplaced fracture of distal phalanx of left great toe, initial encounter for open fracture;Animal-rider injured by fall from or being thrown from other animal in noncollision accident, subsequent encounter;;True;70300;2;2
Unspecified injury of bronchus;Laceration of fallopian tube, unilateral;2023-05-12T00:00:00.0000000+02:00;True;33025;2;3
Personal history of breast implant removal;Intentional self-harm by jumping or lying in front of (subway) train, sequela;;False;10260;5;4
Retinal detachment with multiple breaks, bilateral;Unspecified reduction defect of unspecified lower limb;;False;42240;1;2
Poisoning by diagnostic agents, accidental (unintentional);Displaced transverse fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing;;False;27925;1;3
Laceration without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter;Newborn affected by other specified complications of labor and delivery;;False;17856;2;1
Contusion of unspecified external genital organ, female, subsequent encounter;Unspecified fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing;;True;73238;4;3
Other injury of fallopian tube, unilateral;Accident to, on or involving land-yacht, sequela;;True;69323;5;1
Other nondisplaced fracture of base of first metacarpal bone, unspecified hand, subsequent encounter for fracture with malunion;Unspecified occupant of dune buggy injured in traffic accident, sequela;;True;39321;1;3
Disorders of lipoprotein metabolism and other lipidemias;Unspecified motorcycle rider injured in collision with pedal cycle in traffic accident, initial encounter;2024-02-02T00:00:00.0000000+01:00;True;6445;1;1
Other incomplete lesion at C7 level of cervical spinal cord, initial encounter;Superficial foreign body, unspecified lower leg, subsequent encounter;;True;34019;1;5
Laceration with foreign body, right foot, subsequent encounter;Unspecified injury of lesser saphenous vein at lower leg level, unspecified leg;;True;71234;4;2
Underdosing of ophthalmological drugs and preparations, subsequent encounter;Military operations involving unarmed hand to hand combat, civilian, subsequent encounter;2024-06-07T00:00:00.0000000+02:00;False;4223;3;1
Female genital tract fistula, unspecified;Burn of unspecified degree of male genital region, subsequent encounter;;False;38979;3;1
Insect bite (nonvenomous) of right eyelid and periocular area, sequela;Unspecified occupant of heavy transport vehicle injured in collision with other motor vehicles in traffic accident, subsequent encounter;;True;51944;3;5
Unspecified physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with nonunion;Other contact with parrot, subsequent encounter;2024-03-07T00:00:00.0000000+01:00;True;43403;3;1
Unspecified injury of flexor muscle, fascia and tendon of unspecified thumb at forearm level, sequela;Puncture wound with foreign body of lower back and pelvis with penetration into retroperitoneum;;True;41603;4;5
Pathological fracture in other disease, right humerus, subsequent encounter for fracture with delayed healing;Nondisplaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for closed fracture with malunion;2024-01-05T00:00:00.0000000+01:00;True;8463;3;4
Salter-Harris Type I physeal fracture of lower end of ulna, unspecified arm, subsequent encounter for fracture with nonunion;External constriction of left middle finger, subsequent encounter;;False;42659;4;5
Displaced fracture of trapezoid [smaller multangular], right wrist, subsequent encounter for fracture with routine healing;Unspecified dislocation of right little finger, initial encounter;;True;30687;2;2
Toxic effect of chloroform, accidental (unintentional), initial encounter;Dislocation of jaw, left side, sequela;;True;72327;2;1
Paraphilias;Lead-induced chronic gout, unspecified site, without tophus (tophi);2024-01-08T00:00:00.0000000+01:00;False;33093;3;3
Fracture of bony thorax, part unspecified;Unspecified injury of axillary artery, unspecified side;2023-12-10T00:00:00.0000000+01:00;True;70865;4;4
Torus fracture of upper end of unspecified fibula, subsequent encounter for fracture with routine healing;Corrosion of unspecified degree of right knee;;True;49855;3;1
Other physeal fracture of upper end of right femur;Nondisplaced fracture of right radial styloid process, sequela;;False;67416;4;4
Nondisplaced fracture of left tibial spine, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing;Periprosthetic osteolysis of internal prosthetic left hip joint;2024-12-08T00:00:00.0000000+01:00;True;10281;4;1
Other bursal cyst, unspecified hip;Cellulitis of unspecified orbit;2024-04-02T00:00:00.0000000+02:00;False;10210;2;3
Poisoning by, adverse effect of and underdosing of antiviral drugs;Nondisplaced fracture of olecranon process with intraarticular extension of unspecified ulna, sequela;;False;43694;3;2
Other infective (teno)synovitis, unspecified elbow;Other injury of flexor muscle, fascia and tendon of thumb at forearm level;;True;72114;3;5
Laceration of popliteal vein, unspecified leg, initial encounter;Nondisplaced fracture of shaft of other metacarpal bone;;False;34670;5;2
Unspecified fracture of unspecified pubis;Idiopathic chronic gout, left elbow, without tophus (tophi);2024-12-04T00:00:00.0000000+01:00;False;32696;5;3
Unspecified injury of extensor muscle, fascia and tendon of left ring finger at wrist and hand level, sequela;Puncture wound with foreign body of unspecified great toe with damage to nail, subsequent encounter;;True;74213;2;4
Pathological fracture in neoplastic disease, left fibula, subsequent encounter for fracture with malunion;Strain of unspecified muscle(s) and tendon(s) at lower leg level, unspecified leg, subsequent encounter;;False;74924;3;3
Resistance to other specified beta lactam antibiotics;Torus fracture of upper end of right ulna, subsequent encounter for fracture with routine healing;2023-09-12T00:00:00.0000000+02:00;False;1002;1;4
Malignant carcinoid tumor of the bronchus and lung;Frostbite with tissue necrosis of finger(s);;True;79776;1;1
Other osteoporosis with current pathological fracture, unspecified lower leg, subsequent encounter for fracture with delayed healing;Chalazion right upper eyelid;;True;31724;4;1
Contusion of left hip, sequela;Injury of left internal carotid artery, intracranial portion, not elsewhere classified with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness;2024-05-06T00:00:00.0000000+02:00;False;29095;2;4
Other calcification of muscle, ankle and foot;Laceration of other specified muscles, fascia and tendons at wrist and hand level, right hand, sequela;2024-04-05T00:00:00.0000000+02:00;True;59609;5;4
Toxic effect of other organic solvents, undetermined, sequela;War operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel, sequela;;False;3446;5;5
Crushing injury of left lesser toe(s), subsequent encounter;Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type I or II with nonunion;2024-01-01T00:00:00.0000000+01:00;True;10194;3;1
Adverse effect of peripheral vasodilators, sequela;Displaced fracture of posterior wall of unspecified acetabulum, sequela;;True;7884;4;5
Other mechanical complication of implanted electronic neurostimulator of peripheral nerve electrode (lead), initial encounter;War operations involving destruction of aircraft due to collision with other aircraft, civilian, subsequent encounter;2023-01-11T00:00:00.0000000+01:00;True;53477;5;5
Immersion hand, left hand, subsequent encounter;Other nondisplaced fracture of lower end of right humerus, subsequent encounter for fracture with routine healing;;False;17504;2;4
Poisoning by predominantly alpha-adrenoreceptor agonists, accidental (unintentional), sequela;Other specified mononeuropathies of bilateral upper limbs;;True;53962;5;4
Poisoning by, adverse effect of and underdosing of insulin and oral hypoglycemic [antidiabetic] drugs;Complete lesion of unspecified level of lumbar spinal cord, initial encounter;;True;24523;4;2
Other secondary osteonecrosis, unspecified finger(s);Unspecified dislocation of unspecified sternoclavicular joint;;False;41442;5;1
Strain of other muscle(s) and tendon(s) at lower leg level, right leg;Unspecified injury of ulnar artery at wrist and hand level;;False;50968;4;5
Abnormal results of liver function studies;Infection and inflammatory reaction due to internal left hip prosthesis, sequela;2024-07-02T00:00:00.0000000+02:00;True;17805;5;5
Puncture wound without foreign body, right knee, initial encounter;Monoplegia of upper limb following cerebral infarction affecting unspecified side;2024-02-01T00:00:00.0000000+01:00;True;24166;4;2
Open wound of thumb without damage to nail;Nondisplaced fracture of base of neck of left femur, subsequent encounter for closed fracture with routine healing;2023-09-11T00:00:00.0000000+02:00;False;11574;3;2
Other shellfish poisoning, intentional self-harm;Other symptoms and signs involving the musculoskeletal system;;True;53821;5;3
Puncture wound without foreign body of trachea, sequela;Legal intervention involving baton, suspect injured, subsequent encounter;;True;73020;2;4
Blister (nonthermal) of eyelid and periocular area;Toxic effect of venom of centipedes and venomous millipedes, intentional self-harm;2024-02-04T00:00:00.0000000+01:00;False;45137;5;2
Injury of other nerves at ankle and foot level, unspecified leg, initial encounter;Postprocedural shock;2024-12-03T00:00:00.0000000+01:00;False;58748;3;5
Corrosion of unspecified degree of chest wall;Salter-Harris Type III physeal fracture of upper end of left tibia, subsequent encounter for fracture with delayed healing;2024-06-04T00:00:00.0000000+02:00;False;77793;4;1
Abscess of lung and mediastinum;Corrosion of third degree of back of right hand, initial encounter;;True;68718;3;4
Laceration of unspecified tibial artery, left leg;Unspecified complication of foreign body accidentally left in body following injection or immunization;;True;80702;1;1
Dislocation of other parts of lumbar spine and pelvis, initial encounter;Injury of olfactory [1st ] nerve, right side;;False;65175;3;3
Nondisplaced fracture of distal phalanx of left middle finger, initial encounter for closed fracture;Other fracture of lower end of right tibia, subsequent encounter for closed fracture with delayed healing;2024-11-06T00:00:00.0000000+01:00;False;75322;2;1
Other Hodgkin lymphoma, spleen;Puncture wound without foreign body of nose, initial encounter;;False;13459;3;1
Unspecified injury to L4 level of lumbar spinal cord, subsequent encounter;Rectocele;2024-04-05T00:00:00.0000000+02:00;False;83477;3;2
Osteopathy after poliomyelitis, left forearm;Opioid abuse with opioid-induced psychotic disorder, unspecified;;False;38226;5;3
Toxic effect of unspecified noxious substance eaten as food, assault;Mesothelioma of peritoneum;2024-11-08T00:00:00.0000000+01:00;False;9739;3;5
Blister (nonthermal) of unspecified forearm, initial encounter;Malignant neoplasm of choroid;;False;14089;5;2
Breakdown (mechanical) of cardiac electrode, sequela;Underdosing of antidiarrheal drugs, sequela;;False;5992;3;5
Unspecified traumatic displaced spondylolisthesis of sixth cervical vertebra;Displaced fracture of third metatarsal bone, left foot, initial encounter for open fracture;2023-12-09T00:00:00.0000000+01:00;True;40804;2;5
Flood, initial encounter;Fall into natural body of water striking bottom causing drowning and submersion, subsequent encounter;;True;85936;4;5
Male friend of parent (co-residing in household), perpetrator of maltreatment and neglect;Displaced fracture of body of left calcaneus, subsequent encounter for fracture with malunion;;True;35702;4;3
Neonatal cerebral irritability;Unspecified fracture of unspecified foot, sequela;2023-11-09T00:00:00.0000000+01:00;False;27996;1;4
Corrosion of unspecified degree of unspecified lower leg;Puncture wound with foreign body of right little finger with damage to nail, subsequent encounter;2024-07-02T00:00:00.0000000+02:00;False;51339;4;1
Other injury of descending [left] colon;Toxic effects of ketones;;True;66245;1;5
Torus fracture of upper end of right humerus, subsequent encounter for fracture with malunion;Unspecified injury of unspecified blood vessel at lower leg level, left leg;2023-08-09T00:00:00.0000000+02:00;True;67795;5;3
War operations involving explosion of torpedo, military personnel, subsequent encounter;Unspecified occupant of bus injured in collision with pedal cycle in traffic accident, sequela;2024-06-04T00:00:00.0000000+02:00;False;22757;3;2
